,Puts,Bid,Ask,Vol,Expiration,Strike,Put IV
4293,16 Dec 110.00 (AAPL1623X110-8),3.20,3.35,50,47,110.0,0.200621926315
4294,16 Dec 110.00 (AAPL1623X110-A),3.20,3.30,9,47,110.0,0.199028733049
4295,16 Dec 110.00 (AAPL1623X110-B),3.15,3.35,9,47,110.0,0.199028733049
4296,16 Dec 110.00 (AAPL1623X110-E),3.20,3.30,93,47,110.0,0.199028733049
4297,16 Dec 110.00 (AAPL1623X110-I),3.20,3.35,35,47,110.0,0.200621926315
4301,16 Dec 110.00 (AAPL1623X110-P),3.20,3.35,50,47,110.0,0.200621926315
4303,16 Dec 110.00 (AAPL1623X110-X),3.20,3.30,20,47,110.0,0.199028733049
4304,16 Dec 110.00 (AAPL1623X110-Y),3.20,3.30,48,47,110.0,0.199028733049
4305,16 Dec 111.00 (AAPL1623X111),3.70,3.85,7,47,111.0,0.197350264507
4311,16 Dec 111.00 (AAPL1623X111-E),3.70,3.85,7,47,111.0,0.197350264507
4320,16 Dec 112.00 (AAPL1623X112),4.20,4.35,3,47,112.0,0.190698522897
4323,16 Dec 112.00 (AAPL1623X112-8),3.80,4.35,3,47,112.0,0.177466451112
4335,16 Dec 113.00 (AAPL1623X113),4.80,5.00,3,47,113.0,0.188790296937
4338,16 Dec 113.00 (AAPL1623X113-8),4.80,5.00,3,47,113.0,0.188790296937
4350,16 Dec 114.00 (AAPL1623X114),5.45,5.60,30,47,114.0,0.183229631472
4362,16 Dec 114.00 (AAPL1623X114-S),5.45,5.65,10,47,114.0,0.185074145513
4363,16 Dec 114.00 (AAPL1623X114-X),5.45,5.60,20,47,114.0,0.183229631472
4395,16 Dec 117.00 (AAPL1623X117),7.65,7.95,45,47,117.0,0.174174454902
4401,16 Dec 117.00 (AAPL1623X117-E),7.60,7.95,45,47,117.0,0.171548865578
4410,16 Dec 118.00 (AAPL1623X118),8.45,8.65,390,47,118.0,0.159072265847
4416,16 Dec 118.00 (AAPL1623X118-E),8.45,8.65,373,47,118.0,0.159072265847
4421,16 Dec 118.00 (AAPL1623X118-P),8.45,8.60,17,47,118.0,0.155570871478
4740,17 Jan 60.00 (AAPL1720M60),0.01,0.02,118,78,60.0,0.471138952154
4741,17 Jan 60.00 (AAPL1720M60-3),0.0,0.03,4,78,60.0,0.471138952154
4742,17 Jan 60.00 (AAPL1720M60-4),0.0,0.03,47,78,60.0,0.471138952154
4743,17 Jan 60.00 (AAPL1720M60-8),0.0,0.03,18,78,60.0,0.471138952154
4744,17 Jan 60.00 (AAPL1720M60-A),0.0,0.03,30,78,60.0,0.471138952154
4747,17 Jan 60.00 (AAPL1720M60-I),0.0,0.02,8,78,60.0,0.453297694105
4754,17 Jan 60.00 (AAPL1720M60-Y),0.0,0.02,10,78,60.0,0.453297694105
4775,17 Jan 70.00 (AAPL1720M70),0.03,0.04,162,78,70.0,0.392753282878
4782,17 Jan 70.00 (AAPL1720M70-E),0.02,0.05,51,78,70.0,0.392753282878
4792,17 Jan 70.00 (AAPL1720M70-X),0.03,0.05,11,78,70.0,0.398992154458
4794,17 Jan 70.00 (AAPL1720M70-Y),0.03,0.04,100,78,70.0,0.392753282878
4795,17 Jan 75.00 (AAPL1720M75),0.06,0.07,647,78,75.0,0.3649311704
4803,17 Jan 75.00 (AAPL1720M75-I),0.06,0.07,9,78,75.0,0.3649311704
4808,17 Jan 75.00 (AAPL1720M75-O),0.06,0.07,140,78,75.0,0.3649311704
4810,17 Jan 75.00 (AAPL1720M75-P),0.06,0.09,370,78,75.0,0.37208317801
4814,17 Jan 75.00 (AAPL1720M75-Y),0.06,0.07,128,78,75.0,0.3649311704
4815,17 Jan 80.00 (AAPL1720M80),0.12,0.13,931,78,80.0,0.34042881149
4817,17 Jan 80.00 (AAPL1720M80-3),0.11,0.13,3,78,80.0,0.338256301103
4819,17 Jan 80.00 (AAPL1720M80-8),0.11,0.13,5,78,80.0,0.338256301103
4820,17 Jan 80.00 (AAPL1720M80-A),0.11,0.14,19,78,80.0,0.34042881149
4822,17 Jan 80.00 (AAPL1720M80-E),0.11,0.13,249,78,80.0,0.338256301103
4823,17 Jan 80.00 (AAPL1720M80-I),0.12,0.13,397,78,80.0,0.34042881149
4828,17 Jan 80.00 (AAPL1720M80-O),0.12,0.13,100,78,80.0,0.34042881149
4830,17 Jan 80.00 (AAPL1720M80-P),0.11,0.13,25,78,80.0,0.338256301103
4831,17 Jan 80.00 (AAPL1720M80-S),0.11,0.13,25,78,80.0,0.338256301103
4834,17 Jan 80.00 (AAPL1720M80-Y),0.11,0.13,107,78,80.0,0.338256301103
4835,17 Jan 82.50 (AAPL1720M82.5),0.16,0.17,1022,78,82.5,0.326046271776
4837,17 Jan 82.50 (AAPL1720M82.5-4),0.15,0.17,36,78,82.5,0.324344578015
4839,17 Jan 82.50 (AAPL1720M82.5-A),0.15,0.17,13,78,82.5,0.324344578015
4841,17 Jan 82.50 (AAPL1720M82.5-E),0.15,0.17,157,78,82.5,0.324344578015
4842,17 Jan 82.50 (AAPL1720M82.5-I),0.16,0.17,731,78,82.5,0.326046271776
4845,17 Jan 82.50 (AAPL1720M82.5-O),0.15,0.17,27,78,82.5,0.324344578015
4846,17 Jan 82.50 (AAPL1720M82.5-P),0.15,0.17,17,78,82.5,0.324344578015
4847,17 Jan 82.50 (AAPL1720M82.5-S),0.14,0.17,20,78,82.5,0.322610344269
4848,17 Jan 82.50 (AAPL1720M82.5-X),0.15,0.17,5,78,82.5,0.324344578015
4849,17 Jan 82.50 (AAPL1720M82.5-Y),0.13,0.17,14,78,82.5,0.320841741324
4850,17 Jan 85.00 (AAPL1720M85),0.20,0.22,337,78,85.0,0.309712851979
4857,17 Jan 85.00 (AAPL1720M85-E),0.20,0.22,237,78,85.0,0.309712851979
4858,17 Jan 85.00 (AAPL1720M85-I),0.20,0.22,90,78,85.0,0.309712851979
4863,17 Jan 85.00 (AAPL1720M85-O),0.20,0.22,4,78,85.0,0.309712851979
4870,17 Jan 87.50 (AAPL1720M87.5),0.27,0.28,1724,78,87.5,0.295002027687
4871,17 Jan 87.50 (AAPL1720M87.5-3),0.24,0.28,31,78,87.5,0.291700882595
4872,17 Jan 87.50 (AAPL1720M87.5-4),0.26,0.28,63,78,87.5,0.293912920084
4873,17 Jan 87.50 (AAPL1720M87.5-8),0.25,0.31,72,78,87.5,0.296080325191
4874,17 Jan 87.50 (AAPL1720M87.5-A),0.26,0.30,107,78,87.5,0.296080325191
4876,17 Jan 87.50 (AAPL1720M87.5-E),0.26,0.28,715,78,87.5,0.293912920084
4877,17 Jan 87.50 (AAPL1720M87.5-I),0.27,0.28,292,78,87.5,0.295002027687
4878,17 Jan 87.50 (AAPL1720M87.5-J),0.26,0.30,53,78,87.5,0.296080325191
4879,17 Jan 87.50 (AAPL1720M87.5-K),0.26,0.38,38,78,87.5,0.304353764806
4880,17 Jan 87.50 (AAPL1720M87.5-O),0.27,0.28,18,78,87.5,0.295002027687
4881,17 Jan 87.50 (AAPL1720M87.5-P),0.26,0.28,32,78,87.5,0.293912920084
4882,17 Jan 87.50 (AAPL1720M87.5-S),0.25,0.28,72,78,87.5,0.292812658818
4883,17 Jan 87.50 (AAPL1720M87.5-X),0.26,0.30,187,78,87.5,0.296080325191
4884,17 Jan 87.50 (AAPL1720M87.5-Y),0.23,0.28,42,78,87.5,0.290577211114
4885,17 Jan 90.00 (AAPL1720M90),0.35,0.36,435,78,90.0,0.279376960802
4887,17 Jan 90.00 (AAPL1720M90-3),0.35,0.37,46,78,90.0,0.280248675598
4888,17 Jan 90.00 (AAPL1720M90-4),0.34,0.37,68,78,90.0,0.279376960802
4889,17 Jan 90.00 (AAPL1720M90-8),0.34,0.39,6,78,90.0,0.281114192806
4890,17 Jan 90.00 (AAPL1720M90-A),0.34,0.37,5,78,90.0,0.279376960802
4891,17 Jan 90.00 (AAPL1720M90-B),0.34,0.44,5,78,90.0,0.285353660537
4892,17 Jan 90.00 (AAPL1720M90-E),0.34,0.37,6,78,90.0,0.279376960802
4893,17 Jan 90.00 (AAPL1720M90-I),0.35,0.36,232,78,90.0,0.279376960802
4898,17 Jan 90.00 (AAPL1720M90-O),0.35,0.36,61,78,90.0,0.279376960802
4902,17 Jan 90.00 (AAPL1720M90-X),0.34,0.37,4,78,90.0,0.279376960802
4905,17 Jan 92.50 (AAPL1720M92.5),0.47,0.48,1467,78,92.5,0.265913916062
4907,17 Jan 92.50 (AAPL1720M92.5-4),0.46,0.50,8,78,92.5,0.266610556216
4908,17 Jan 92.50 (AAPL1720M92.5-8),0.45,0.63,50,78,92.5,0.274719952733
4909,17 Jan 92.50 (AAPL1720M92.5-A),0.46,0.50,100,78,92.5,0.266610556216
4910,17 Jan 92.50 (AAPL1720M92.5-B),0.46,0.55,10,78,92.5,0.270043730447
4911,17 Jan 92.50 (AAPL1720M92.5-E),0.46,0.50,345,78,92.5,0.266610556216
4912,17 Jan 92.50 (AAPL1720M92.5-I),0.47,0.48,471,78,92.5,0.265913916062
4913,17 Jan 92.50 (AAPL1720M92.5-J),0.46,0.51,33,78,92.5,0.267303783614
4915,17 Jan 92.50 (AAPL1720M92.5-O),0.47,0.48,89,78,92.5,0.265913916062
4916,17 Jan 92.50 (AAPL1720M92.5-P),0.46,0.48,32,78,92.5,0.265213802015
4917,17 Jan 92.50 (AAPL1720M92.5-S),0.47,0.52,160,78,92.5,0.268680236288
4918,17 Jan 92.50 (AAPL1720M92.5-X),0.46,0.51,110,78,92.5,0.267303783614
4919,17 Jan 92.50 (AAPL1720M92.5-Y),0.43,0.48,59,78,92.5,0.263091978329
4920,17 Jan 95.00 (AAPL1720M95),0.63,0.64,669,78,95.0,0.252384149683
4922,17 Jan 95.00 (AAPL1720M95-3),0.58,0.67,4,78,95.0,0.25125350227
4923,17 Jan 95.00 (AAPL1720M95-4),0.63,0.66,18,78,95.0,0.253507289822
4924,17 Jan 95.00 (AAPL1720M95-8),0.63,0.72,7,78,95.0,0.256833594217
4925,17 Jan 95.00 (AAPL1720M95-A),0.63,0.67,24,78,95.0,0.254066106462
4926,17 Jan 95.00 (AAPL1720M95-B),0.62,0.67,20,78,95.0,0.253507289822
4927,17 Jan 95.00 (AAPL1720M95-E),0.63,0.66,38,78,95.0,0.253507289822
4928,17 Jan 95.00 (AAPL1720M95-I),0.63,0.64,397,78,95.0,0.252384149683
4933,17 Jan 95.00 (AAPL1720M95-O),0.63,0.66,122,78,95.0,0.253507289822
4935,17 Jan 95.00 (AAPL1720M95-P),0.62,0.68,12,78,95.0,0.254066106462
4936,17 Jan 95.00 (AAPL1720M95-S),0.62,0.68,26,78,95.0,0.254066106462
4940,17 Jan 97.50 (AAPL1720M97.5),0.86,0.89,1371,78,97.5,0.241181947012
4942,17 Jan 97.50 (AAPL1720M97.5-4),0.86,0.89,56,78,97.5,0.241181947012
4943,17 Jan 97.50 (AAPL1720M97.5-8),0.85,0.89,14,78,97.5,0.240726163984
4944,17 Jan 97.50 (AAPL1720M97.5-A),0.86,0.89,30,78,97.5,0.241181947012
4945,17 Jan 97.50 (AAPL1720M97.5-B),0.85,0.93,9,78,97.5,0.242543698457
4946,17 Jan 97.50 (AAPL1720M97.5-E),0.86,0.89,48,78,97.5,0.241181947012
4947,17 Jan 97.50 (AAPL1720M97.5-I),0.86,0.89,605,78,97.5,0.241181947012
4950,17 Jan 97.50 (AAPL1720M97.5-O),0.86,0.89,166,78,97.5,0.241181947012
4951,17 Jan 97.50 (AAPL1720M97.5-P),0.86,0.89,36,78,97.5,0.241181947012
4952,17 Jan 97.50 (AAPL1720M97.5-S),0.84,0.89,145,78,97.5,0.240269432662
4953,17 Jan 97.50 (AAPL1720M97.5-X),0.86,0.89,29,78,97.5,0.241181947012
4954,17 Jan 97.50 (AAPL1720M97.5-Y),0.86,0.89,233,78,97.5,0.241181947012
4955,17 Jan 100.00 (AAPL1720M100),1.19,1.21,1089,78,100.0,0.230023349735
4957,17 Jan 100.00 (AAPL1720M100-3),1.19,1.21,4,78,100.0,0.230023349735
4958,17 Jan 100.00 (AAPL1720M100-4),1.17,1.23,79,78,100.0,0.230023349735
4959,17 Jan 100.00 (AAPL1720M100-8),1.19,1.24,37,78,100.0,0.231149412781
4960,17 Jan 100.00 (AAPL1720M100-A),1.19,1.22,83,78,100.0,0.23039915192
4961,17 Jan 100.00 (AAPL1720M100-B),1.17,1.26,23,78,100.0,0.231149412781
4962,17 Jan 100.00 (AAPL1720M100-E),1.19,1.23,132,78,100.0,0.230774505181
4963,17 Jan 100.00 (AAPL1720M100-I),1.19,1.21,564,78,100.0,0.230023349735
4968,17 Jan 100.00 (AAPL1720M100-O),1.19,1.21,38,78,100.0,0.230023349735
4970,17 Jan 100.00 (AAPL1720M100-P),1.19,1.21,40,78,100.0,0.230023349735
4971,17 Jan 100.00 (AAPL1720M100-S),1.17,1.21,35,78,100.0,0.229270385366
4972,17 Jan 100.00 (AAPL1720M100-X),1.17,1.24,47,78,100.0,0.23039915192
4974,17 Jan 100.00 (AAPL1720M100-Y),1.15,1.21,7,78,100.0,0.228515585235
4975,17 Jan 105.00 (AAPL1720M105),2.25,2.27,2140,78,105.0,0.210150832553
4979,17 Jan 105.00 (AAPL1720M105-8),2.23,2.29,695,78,105.0,0.210150832553
4980,17 Jan 105.00 (AAPL1720M105-A),2.23,2.28,70,78,105.0,0.209871610325
4981,17 Jan 105.00 (AAPL1720M105-B),2.22,2.32,20,78,105.0,0.210709066105
4982,17 Jan 105.00 (AAPL1720M105-E),2.23,2.28,347,78,105.0,0.209871610325
4983,17 Jan 105.00 (AAPL1720M105-I),2.25,2.27,673,78,105.0,0.210150832553
4988,17 Jan 105.00 (AAPL1720M105-O),2.24,2.26,185,78,105.0,0.209592317367
4990,17 Jan 105.00 (AAPL1720M105-P),2.24,2.26,121,78,105.0,0.209592317367
4992,17 Jan 105.00 (AAPL1720M105-X),2.23,2.28,21,78,105.0,0.209871610325
4994,17 Jan 105.00 (AAPL1720M105-Y),2.25,2.30,8,78,105.0,0.210988078066
4995,17 Jan 110.00 (AAPL1720M110),4.05,4.15,2151,78,110.0,0.192153666569
4998,17 Jan 110.00 (AAPL1720M110-4),4.05,4.15,176,78,110.0,0.192153666569
4999,17 Jan 110.00 (AAPL1720M110-8),4.05,4.15,177,78,110.0,0.192153666569
5000,17 Jan 110.00 (AAPL1720M110-A),4.05,4.15,26,78,110.0,0.192153666569
5001,17 Jan 110.00 (AAPL1720M110-B),4.05,4.15,34,78,110.0,0.192153666569
5002,17 Jan 110.00 (AAPL1720M110-E),4.05,4.15,183,78,110.0,0.192153666569
5003,17 Jan 110.00 (AAPL1720M110-I),4.05,4.15,108,78,110.0,0.192153666569
5005,17 Jan 110.00 (AAPL1720M110-J),4.05,4.15,10,78,110.0,0.192153666569
5008,17 Jan 110.00 (AAPL1720M110-O),4.05,4.15,159,78,110.0,0.192153666569
5010,17 Jan 110.00 (AAPL1720M110-P),4.05,4.15,271,78,110.0,0.192153666569
5012,17 Jan 110.00 (AAPL1720M110-X),4.05,4.15,1004,78,110.0,0.192153666569
5015,17 Jan 115.00 (AAPL1720M115),6.85,6.95,938,78,115.0,0.171945516094
5018,17 Jan 115.00 (AAPL1720M115-4),6.85,6.95,38,78,115.0,0.171945516094
5019,17 Jan 115.00 (AAPL1720M115-8),6.90,7.00,17,78,115.0,0.174851961698
5020,17 Jan 115.00 (AAPL1720M115-A),6.90,7.00,23,78,115.0,0.174851961698
5021,17 Jan 115.00 (AAPL1720M115-B),6.85,6.95,37,78,115.0,0.171945516094
5022,17 Jan 115.00 (AAPL1720M115-E),6.90,7.00,416,78,115.0,0.174851961698
5023,17 Jan 115.00 (AAPL1720M115-I),6.90,7.00,42,78,115.0,0.174851961698
5028,17 Jan 115.00 (AAPL1720M115-O),6.90,7.00,50,78,115.0,0.174851961698
5030,17 Jan 115.00 (AAPL1720M115-P),6.90,7.00,133,78,115.0,0.174851961698
5032,17 Jan 115.00 (AAPL1720M115-X),6.90,7.00,181,78,115.0,0.174851961698
5035,17 Jan 120.00 (AAPL1720M120),10.65,10.80,698,78,120.0,0.145791002303
5038,17 Jan 120.00 (AAPL1720M120-4),10.65,10.80,15,78,120.0,0.145791002303
5042,17 Jan 120.00 (AAPL1720M120-E),10.65,10.80,530,78,120.0,0.145791002303
5043,17 Jan 120.00 (AAPL1720M120-I),10.65,10.80,8,78,120.0,0.145791002303
5048,17 Jan 120.00 (AAPL1720M120-O),10.65,10.80,125,78,120.0,0.145791002303
5050,17 Jan 120.00 (AAPL1720M120-P),10.65,10.85,5,78,120.0,0.148685327061
5052,17 Jan 120.00 (AAPL1720M120-X),10.65,10.80,8,78,120.0,0.145791002303
5054,17 Jan 120.00 (AAPL1720M120-Y),10.65,10.80,3,78,120.0,0.145791002303
5055,17 Jan 125.00 (AAPL1720M125),15.15,15.30,26,78,125.0,0.0
5059,17 Jan 125.00 (AAPL1720M125-8),15.15,15.35,15,78,125.0,0.0
5061,17 Jan 125.00 (AAPL1720M125-B),14.30,15.30,5,78,125.0,0.0
5062,17 Jan 125.00 (AAPL1720M125-E),15.10,15.30,3,78,125.0,0.0
5095,17 Jan 135.00 (AAPL1720M135),24.85,25.10,10,78,135.0,0.0
5098,17 Jan 135.00 (AAPL1720M135-4),24.60,25.45,10,78,135.0,0.0
5115,17 Jan 140.00 (AAPL1720M140),29.90,30.10,150,78,140.0,0.0
5117,17 Jan 140.00 (AAPL1720M140-4),29.90,30.10,15,78,140.0,0.0
5121,17 Jan 140.00 (AAPL1720M140-E),29.90,30.10,15,78,140.0,0.0
5125,17 Jan 140.00 (AAPL1720M140-O),29.90,30.10,120,78,140.0,0.0
5130,17 Jan 145.00 (AAPL1720M145),34.85,35.10,2625,78,145.0,0.0
5132,17 Jan 145.00 (AAPL1720M145-4),34.85,35.10,12,78,145.0,0.0
5136,17 Jan 145.00 (AAPL1720M145-E),34.85,35.10,12,78,145.0,0.0
5140,17 Jan 145.00 (AAPL1720M145-O),34.85,35.10,101,78,145.0,0.0
5141,17 Jan 145.00 (AAPL1720M145-P),34.85,35.10,2500,78,145.0,0.0
5145,17 Jan 150.00 (AAPL1720M150),39.90,40.10,10828,78,150.0,0.0
5152,17 Jan 150.00 (AAPL1720M150-I),39.90,40.10,63,78,150.0,0.0
5156,17 Jan 150.00 (AAPL1720M150-P),39.55,40.10,5500,78,150.0,0.0
5157,17 Jan 150.00 (AAPL1720M150-S),39.90,40.10,12,78,150.0,0.0
5158,17 Jan 150.00 (AAPL1720M150-X),39.90,40.10,5178,78,150.0,0.0
5159,17 Jan 150.00 (AAPL1720M150-Y),39.90,40.10,75,78,150.0,0.0
5160,17 Jan 155.00 (AAPL1720M155),44.90,45.15,594,78,155.0,0.0
5170,17 Jan 155.00 (AAPL1720M155-O),44.90,45.15,94,78,155.0,0.0
5171,17 Jan 155.00 (AAPL1720M155-P),44.60,45.10,500,78,155.0,0.0
5175,17 Jan 160.00 (AAPL1720M160),49.90,50.10,500,78,160.0,0.0
5186,17 Jan 160.00 (AAPL1720M160-P),48.00,50.10,500,78,160.0,0.0
5190,17 Jan 165.00 (AAPL1720M165),54.65,55.50,1500,78,165.0,0.0
5201,17 Jan 165.00 (AAPL1720M165-P),54.65,55.45,1500,78,165.0,0.0
5205,17 Jan 170.00 (AAPL1720M170),59.55,60.35,500,78,170.0,0.0
5216,17 Jan 170.00 (AAPL1720M170-P),59.55,60.35,500,78,170.0,0.0
5220,17 Jan 175.00 (AAPL1720M175),64.90,65.10,554,78,175.0,0.0
5226,17 Jan 175.00 (AAPL1720M175-E),64.90,65.10,10,78,175.0,0.0
5230,17 Jan 175.00 (AAPL1720M175-O),64.90,65.10,24,78,175.0,0.0
5233,17 Jan 175.00 (AAPL1720M175-X),64.90,65.10,520,78,175.0,0.0
5235,17 Jan 180.00 (AAPL1720M180),69.70,70.35,240,78,180.0,0.0
5248,17 Jan 180.00 (AAPL1720M180-X),69.70,71.20,240,78,180.0,0.494481230102
5250,17 Jan 185.00 (AAPL1720M185),74.90,75.30,630,78,185.0,0.0
5256,17 Jan 185.00 (AAPL1720M185-E),74.90,75.55,10,78,185.0,0.0
5263,17 Jan 185.00 (AAPL1720M185-X),74.90,76.15,620,78,185.0,0.548535333351
5265,17 Jan 190.00 (AAPL1720M190),79.90,80.30,3780,78,190.0,0.0
5278,17 Jan 190.00 (AAPL1720M190-X),79.90,81.05,3780,78,190.0,0.557252860387
5280,17 Jan 195.00 (AAPL1720M195),84.55,85.30,6,78,195.0,0.0
5292,17 Jan 195.00 (AAPL1720M195-S),83.65,86.05,6,78,195.0,0.0
5295,17 Jan 200.00 (AAPL1720M200),89.55,90.30,6,78,200.0,0.0
5302,17 Jan 200.00 (AAPL1720M200-I),88.10,91.85,6,78,200.0,0.0
5565,17 Feb 60.00 (AAPL1717N60),0.03,0.04,50,104,60.0,0.445122220947
5575,17 Feb 60.00 (AAPL1717N60-O),0.03,0.04,50,104,60.0,0.445122220947
5610,17 Feb 75.00 (AAPL1717N75),0.15,0.16,35,104,75.0,0.357764474086
5614,17 Feb 75.00 (AAPL1717N75-A),0.14,0.17,10,104,75.0,0.357764474086
5616,17 Feb 75.00 (AAPL1717N75-E),0.14,0.17,14,104,75.0,0.357764474086
5623,17 Feb 75.00 (AAPL1717N75-X),0.14,0.17,11,104,75.0,0.357764474086
5640,17 Feb 85.00 (AAPL1717N85),0.42,0.44,85,104,85.0,0.308651185093
5647,17 Feb 85.00 (AAPL1717N85-I),0.42,0.44,55,104,85.0,0.308651185093
5650,17 Feb 85.00 (AAPL1717N85-O),0.41,0.44,30,104,85.0,0.307856128979
5655,17 Feb 90.00 (AAPL1717N90),0.73,0.74,154,104,90.0,0.287928846598
5656,17 Feb 90.00 (AAPL1717N90-3),0.70,0.75,3,104,90.0,0.286858387323
5662,17 Feb 90.00 (AAPL1717N90-I),0.73,0.74,40,104,90.0,0.287928846598
5665,17 Feb 90.00 (AAPL1717N90-O),0.71,0.75,105,104,90.0,0.287394421909
5668,17 Feb 90.00 (AAPL1717N90-X),0.70,0.76,5,104,90.0,0.287394421909
5685,17 Feb 97.50 (AAPL1717N97.5),1.62,1.65,100,104,97.5,0.260633091588
5692,17 Feb 97.50 (AAPL1717N97.5-I),1.62,1.64,48,104,97.5,0.260310836538
5696,17 Feb 97.50 (AAPL1717N97.5-P),1.62,1.65,13,104,97.5,0.260633091588
5698,17 Feb 97.50 (AAPL1717N97.5-X),1.62,1.67,39,104,97.5,0.261276789008
5700,17 Feb 100.00 (AAPL1717N100),2.12,2.14,240,104,100.0,0.253111006233
5701,17 Feb 100.00 (AAPL1717N100-3),2.03,2.14,24,104,100.0,0.250570908797
5703,17 Feb 100.00 (AAPL1717N100-8),2.08,2.15,47,104,100.0,0.2522655661
5704,17 Feb 100.00 (AAPL1717N100-A),2.08,2.16,3,104,100.0,0.252547517938
5705,17 Feb 100.00 (AAPL1717N100-B),2.06,2.19,25,104,100.0,0.252829331113
5706,17 Feb 100.00 (AAPL1717N100-E),2.09,2.15,29,104,100.0,0.252547517938
5707,17 Feb 100.00 (AAPL1717N100-I),2.12,2.14,31,104,100.0,0.253111006233
5710,17 Feb 100.00 (AAPL1717N100-O),2.11,2.13,64,104,100.0,0.252547517938
5711,17 Feb 100.00 (AAPL1717N100-P),2.08,2.14,3,104,100.0,0.251983474992
5713,17 Feb 100.00 (AAPL1717N100-X),2.08,2.16,13,104,100.0,0.252547517938
5715,17 Feb 105.00 (AAPL1717N105),3.45,3.55,358,104,105.0,0.238196261222
5717,17 Feb 105.00 (AAPL1717N105-4),3.45,3.55,40,104,105.0,0.238196261222
5718,17 Feb 105.00 (AAPL1717N105-8),3.45,3.60,7,104,105.0,0.2393558426
5721,17 Feb 105.00 (AAPL1717N105-E),3.45,3.55,92,104,105.0,0.238196261222
5722,17 Feb 105.00 (AAPL1717N105-I),3.45,3.60,9,104,105.0,0.2393558426
5728,17 Feb 105.00 (AAPL1717N105-X),3.45,3.55,205,104,105.0,0.238196261222
5730,17 Feb 110.00 (AAPL1717N110),5.55,5.65,470,104,110.0,0.227732664417
5731,17 Feb 110.00 (AAPL1717N110-3),5.55,5.65,6,104,110.0,0.227732664417
5733,17 Feb 110.00 (AAPL1717N110-8),5.55,5.65,115,104,110.0,0.227732664417
5735,17 Feb 110.00 (AAPL1717N110-B),5.50,5.65,6,104,110.0,0.22665647317
5736,17 Feb 110.00 (AAPL1717N110-E),5.55,5.65,167,104,110.0,0.227732664417
5737,17 Feb 110.00 (AAPL1717N110-I),5.55,5.65,126,104,110.0,0.227732664417
5741,17 Feb 110.00 (AAPL1717N110-P),5.55,5.65,37,104,110.0,0.227732664417
5744,17 Feb 110.00 (AAPL1717N110-Y),5.55,5.65,9,104,110.0,0.227732664417
5745,17 Feb 115.00 (AAPL1717N115),8.35,8.45,668,104,115.0,0.215931669879
5747,17 Feb 115.00 (AAPL1717N115-4),8.35,8.45,4,104,115.0,0.215931669879
5748,17 Feb 115.00 (AAPL1717N115-8),8.35,8.45,8,104,115.0,0.215931669879
5749,17 Feb 115.00 (AAPL1717N115-A),8.35,8.45,6,104,115.0,0.215931669879
5750,17 Feb 115.00 (AAPL1717N115-B),8.35,8.45,21,104,115.0,0.215931669879
5751,17 Feb 115.00 (AAPL1717N115-E),8.35,8.45,420,104,115.0,0.215931669879
5752,17 Feb 115.00 (AAPL1717N115-I),8.35,8.45,57,104,115.0,0.215931669879
5753,17 Feb 115.00 (AAPL1717N115-J),8.35,8.45,12,104,115.0,0.215931669879
5755,17 Feb 115.00 (AAPL1717N115-O),8.35,8.45,6,104,115.0,0.215931669879
5756,17 Feb 115.00 (AAPL1717N115-P),8.35,8.45,6,104,115.0,0.215931669879
5758,17 Feb 115.00 (AAPL1717N115-X),8.35,8.45,111,104,115.0,0.215931669879
5759,17 Feb 115.00 (AAPL1717N115-Y),8.35,8.45,17,104,115.0,0.215931669879
5760,17 Feb 120.00 (AAPL1717N120),11.90,12.05,416,104,120.0,0.206710487924
5761,17 Feb 120.00 (AAPL1717N120-3),11.90,12.05,24,104,120.0,0.206710487924
5762,17 Feb 120.00 (AAPL1717N120-4),11.90,12.05,10,104,120.0,0.206710487924
5764,17 Feb 120.00 (AAPL1717N120-A),11.90,12.05,10,104,120.0,0.206710487924
5766,17 Feb 120.00 (AAPL1717N120-E),11.90,12.05,350,104,120.0,0.206710487924
5767,17 Feb 120.00 (AAPL1717N120-I),11.90,12.05,11,104,120.0,0.206710487924
5772,17 Feb 120.00 (AAPL1717N120-S),11.90,12.05,10,104,120.0,0.206710487924
5790,17 Feb 130.00 (AAPL1717N130),20.60,20.80,39,104,130.0,0.181118144685
5793,17 Feb 130.00 (AAPL1717N130-8),20.60,20.80,12,104,130.0,0.181118144685
5797,17 Feb 130.00 (AAPL1717N130-I),20.60,20.80,26,104,130.0,0.181118144685
6000,17 Feb 200.00 (AAPL1717N200),89.55,90.20,70,104,200.0,0.0
6006,17 Feb 200.00 (AAPL1717N200-E),89.55,90.20,10,104,200.0,0.0
6011,17 Feb 200.00 (AAPL1717N200-P),89.55,91.35,50,104,200.0,0.481540675209
6012,17 Feb 200.00 (AAPL1717N200-S),89.55,90.20,10,104,200.0,0.0
6030,17 Feb 210.00 (AAPL1717N210),99.75,100.40,45,104,210.0,0.0
6041,17 Feb 210.00 (AAPL1717N210-P),98.10,101.35,45,104,210.0,0.0
6165,17 Mar 60.00 (AAPL1717O60),0.06,0.07,101,137,60.0,0.416422951092
6175,17 Mar 60.00 (AAPL1717O60-O),0.06,0.07,100,137,60.0,0.416422951092
6195,17 Mar 70.00 (AAPL1717O70),0.15,0.16,130,137,70.0,0.359938787458
6202,17 Mar 70.00 (AAPL1717O70-I),0.15,0.16,130,137,70.0,0.359938787458
